# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/tri1/20.mdl - |" "ark:gunzip -c exp/tri1/fsts.1.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split1/1/utt2spk scp:data/train/split1/1/cmvn.scp scp:data/train/split1/1/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark:|gzip -c >exp/tri1/ali.1.gz" 
# Started at Fri Apr 22 16:26:18 CDT 2022
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/tri1/20.mdl - |' 'ark:gunzip -c exp/tri1/fsts.1.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split1/1/utt2spk scp:data/train/split1/1/cmvn.scp scp:data/train/split1/1/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark:|gzip -c >exp/tri1/ali.1.gz' 
gmm-boost-silence --boost=1.0 1 exp/tri1/20.mdl - 
WARNING (gmm-boost-silence[5.5.1013~6-d787]:main():gmm-boost-silence.cc:82) The pdfs for the silence phones may be shared by other phones (note: this probably does not matter.)
LOG (gmm-boost-silence[5.5.1013~6-d787]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.1013~6-d787]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split1/1/utt2spk scp:data/train/split1/1/cmvn.scp scp:data/train/split1/1/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_5
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_6
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_7
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_8
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_six_9
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_5
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_6
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_7
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_8
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_three_9
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_5
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_6
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_7
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_8
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_two_9
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_5
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_6
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_7
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_8
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_up_9
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_5
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_6
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_7
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_8
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess4_zero_9
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_down_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_down_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_down_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_down_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_down_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_eight_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_eight_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_eight_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_eight_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_eight_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_five_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_five_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_five_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_five_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_five_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_four_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_four_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_four_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_four_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_four_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_left_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_left_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_left_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_left_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_left_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_nine_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_nine_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_nine_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_nine_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_nine_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_one_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_one_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_one_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_one_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_one_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_right_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_right_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_right_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_right_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_right_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_seven_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_seven_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_seven_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_seven_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_seven_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_six_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_six_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_six_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_six_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_six_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_three_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_three_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_three_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_three_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_three_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_two_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_two_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_two_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_two_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_two_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_up_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_up_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_up_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_up_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_up_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_zero_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_zero_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_zero_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_zero_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess5_zero_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_down_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_down_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_down_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_down_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_down_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_eight_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_eight_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_eight_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_eight_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_eight_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_five_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_five_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_five_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_five_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_five_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_four_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_four_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_four_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_four_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_four_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_left_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_left_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_left_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_left_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_left_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_nine_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_nine_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_nine_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_nine_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_nine_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_one_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_one_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_one_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_one_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_one_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_right_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_right_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_right_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_right_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_right_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_seven_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_seven_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_seven_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_seven_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_seven_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_six_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_six_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_six_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_six_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_six_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_three_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_three_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_three_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_three_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_three_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_two_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_two_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_two_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_two_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_two_4
LOG (apply-cmvn[5.5.1013~6-d787]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 420 utterances, errors on 0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_up_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_up_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_up_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_up_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_up_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_zero_0
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_zero_1
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_zero_2
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_zero_3
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:127) sess6_zero_4
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -147.141 over 26233 frames.
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:137) Retried 0 out of 420 utterances.
LOG (gmm-align-compiled[5.5.1013~6-d787]:main():gmm-align-compiled.cc:139) Done 420, errors on 0
# Accounting: time=1 threads=1
# Ended (code 0) at Fri Apr 22 16:26:19 CDT 2022, elapsed time 1 seconds
